Name, BaseDamage, BaseDamageType, AreaDamageType, DetDamageType, ShieldDamageType, LargeGridModifier, SmallGridModifier, ArmorModifier, LightArmorModifier, HeavyArmorModifier, NonArmorModifier, ShieldsModifier, ShieldBypass, FragmentName, FragmentQuanty, FragmentDegrees, BBHRadius, BBHDamage, BBHDepth, BBHMaxAbsorb, BBHFalloff, EOLRadius, EOLDamage, EOLDepth, EOLMaxAbsorb, EOLFalloff, AccelPerSec, MaxSpeed, MaxTrajectory, MaxLifeTime
Thor_Travel, 1000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, Thor_Terminal, 8, 30, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 200, 800, 8000, 1800
Thor_Travel_2, 1000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, Thor_Terminal_2, 8, 30, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 200, 800, 8000, 1800
Thor_Terminal, 1000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 1200, 1200, 8000, 1800
Thor_Terminal_2, 1000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 1200, 1200, 8000, 1800
80mm HE Shell, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, 0.5, 1, 1, 0, Fragment_Primary, 1, 95, 0, 0, 0, 0, NoFallOff, 1.5, 32500, 1.5, 8500, Pooled, 0, 1500, 3500, 240
80mm AP Shell, 32500, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.25, 1, 0.25, -1, 0.25, 0.5, 0, Fragment_Secondary, 1, 95, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, Pooled, 0, 1500, 3500, 240
Phantom_Primary, 50000, Kinetic, Energy, Energy, Energy, -1, -1, 0.01, 0.01, 0.01, 0.01, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1500, 5000, 900
Phantom_Secondary, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1500, 5000, 900
Fragment_Primary, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1500, 5000, 900
Fragment_Secondary, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1500, 5000, 900
60mm HE Shell, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, 0.5, 2, 2, 0, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1.5, 4125, 1.5, 8500, Pooled, 0, 1250, 3500, 240
60mm AP Shell, 8250, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.25, -1, -1, -1, 0.5, 0.5, 0, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1250, 3500, 240
Phantom_Primary, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1250, 5000, 900
Phantom_Secondary, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1250, 5000, 900
Pulse Laser, 6000, Energy, Energy, Energy, Energy, -1, -1, -1, 0.9, 0.65, 1, 3, 0, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 5000, 3500, 1200
Shield H. Pulse Laser, 12000, Energy, Energy, Energy, Energy, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 2, 0, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 5000, 2000, 1200
Light Pulse Laser, 5000, Energy, Energy, Energy, Energy, -1, 0.85, -1, -1, 2, 2, 4, 0, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 5000, 3500, 1200
175mm Flak Shell, 2325, Kinetic, Energy, Kinetic, Kinetic, 0.75, 0.55, 0.15, 0.22, 0.11, 0.28, 1, 0, Flak_Shell_Frag, 2, 90, 0, 0, 0, 0, NoFallOff, 20, 50, 20, 0, Linear, 0, 6000, 4500, 1200
175mm HE Direct Fire, 725, Energy, Energy, Energy, Energy, 0.8, 0.45, 0.35, 0.25, 0.4, 0.8, 4, -1, None, 0, 0, 7.5, 2500, 7.5, 0, Pooled, 0, 0, 0, 0, NoFallOff, 0, 1500, 4500, 1200
HEShrapBase, 10, Energy, Energy, Energy, Energy, -1, -1, 1, 0.6, 0.4, 0.8, 4, -1, HEShrap, 50, 360, 0, 0, 0, 0, NoFallOff, 5, 750, 0, 0, Pooled, 0, 0, 2, 3
HEShrap, 175, Kinetic, Kinetic, Kinetic, Kinetic, -1, 0.5, -1, -1, 0.75, -1, 4, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 40, 10
Flak_Shell_Frag, 125, Kinetic, Energy, Kinetic, Kinetic, 0.8, 0.45, 0.35, 0.25, 0.15, 0.2, 1, 5, None, 0, 0, 0, 0, 0, 0, NoFallOff, 15, 50, 15, 0, Linear, 1000, 500, 1000, 12
Flak Wall Test, 5000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 0.25, -1, -1, 0.2, 2, 0, Canister_FragmentFF, 8, 95, 0, 0, 0, 0, NoFallOff, 5, 500, 5, 0, Pooled, 0, 3000, 1000, 280
Canister_FragmentFF, 5000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.25, -1, 0.25, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 5, 500, 5, 0, Linear, 0, 1000, 1000, 150
Plasma_Shot, 1000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, 1.5, 1.25, 2.5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 12.5, 14000, 1.5, 0, Pooled, 0, 600, 7000, 1200
Fission_Beam_Primary, 10, Energy, Energy, Energy, Energy, -1, -1, 1, 1, 1, 0.5, -1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 30000, 3500, 1200
Fission_Beam_Secondary, 30000, Energy, Energy, Energy, Energy, -1, -1, 1, 0.9, 1.1, 1, 0.01, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 20, 200000, 1, 0, Pooled, 0, 30000, 3500, 1200
BFG_Cannon_Primary, 30000, Kinetic, Energy, Energy, Energy, -1, -1, 1, 1, 1, 1, 1, -1, C_HE_Fragment, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 300, 1000, 7000, 780
C_HE_Fragment, 500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, 0.25, -1, 0.25, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 500, 100, 30
Ion_Beam, 45000, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 8000, 10000, 1200
Scattergun_Base, 4125, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 750, 4500, 900
Scattergun_Shot_2, 10000, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 325, 4000, 900
Scattergun_Sabot, 4000, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1400, 1000, 300
SLAMMO, 2500, Energy, Energy, Energy, Energy, -1, -1, 3, -1, -1, 0.5, 6, -1, SLAM Nuke Acceleration, 1, 0, 0, 0, 0, 0, NoFallOff, 6, 10000, 4, 0, Linear, 200, 1000, 500000, 8420
SLAM Nuke Acceleration, 111, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, SLAM Nuke Terminal, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 110, 3700, 10000, 8000
SLAM Nuke Terminal, 10, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, SLAM Nuke Frag, 24, 180, 0, 0, 0, 0, NoFallOff, 12, 45000, 6, 0, Linear, 110, 3700, 4000, 500
SLAM Nuke Frag, 1, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 6, 33500, 4, 0, Linear, 0, 1250, 16, 1
MetalStormProj1, 4000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1000, 4000, 0
BALLER, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 2, -1, BALLER_bounce1, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 0, 500, 6500, 460
BALLER_bounce1, 1000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1000, -1, BALLER_bounce2, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 0, 500, 6500, 460
BALLER_bounce2, 1000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1000, -1, BALLER_bounce3, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 0, 500, 6500, 460
BALLER_bounce3, 1000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1000, -1, BALLER_bounce4, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 0, 500, 6500, 460
BALLER_bounce4, 1000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1000, -1, BALLER_bounce5, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 0, 500, 6500, 460
BALLER_bounce5, 1000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1000, -1, BALLER_bounce6, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 0, 500, 6500, 460
BALLER_bounce6, 1000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1000, -1, BALLER_bounce7, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 0, 500, 6500, 460
BALLER_bounce7, 1000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1000, -1, BALLER_bounce8, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 0, 500, 6500, 460
BALLER_bounce8, 1000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1000, -1, BALLER_bounce9, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 0, 500, 6500, 460
BALLER_bounce9, 1000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1000, -1, BALLER_bounce10, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 0, 500, 6500, 460
BALLER_bounce10, 1000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1000, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 0, 500, 6500, 460
Afterburner_ammo_2, 3000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 0.001, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 50, 0
Afterburner_ammo_2_SG, 0, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 0.001, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 50, 0
Afterburner_ammo_1, 3000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 0.001, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 50, 0
Afterburner_ammo_3, 3000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 0.001, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 50, 0
Afterburner_ammo_4, 3000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 0.001, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 50, 0
SRB_ammo, 3000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 50, 0
DETPAK, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, DETPAK2, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 50, 10, 10
DETPAK2, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 100, 100, 100
DETPAK, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, DETPAK2, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 50, 10, 10
DETPAK2, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 100, 100, 100
DETPAK, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, DETPAK2, 1, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 50, 10, 10
DETPAK2, 1, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 100, 100, 100
VanillaBulletAMS, 1500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1800, 2500, 150
VanillaBulletAMS_AOE, 0.4, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, , 0, 0, 0, 0, 0, 0, NoFallOff, 15, 0.4, 15, 0, Pooled, 0, 1800, 2500, 250
Unguided Rockets, 500, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, 0.5, 1.8, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 7, 10000, 3, 0, Curve, 0, 1900, 5000, 160
Mostly Guided Rocket, 1600, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, 0.3, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 9, 9000, 3, 0, Pooled, 300, 500, 7000, 1500
Autocannon Shell, 600, Kinetic, Kinetic, Kinetic, Kinetic, 3, -1, -1, -1, 0.6, -1, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 700, 1800, 180
Assault Cannon Shell, 2750, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, 1, 1, 0, None, 0, 0, 0, 0, 0, 0, NoFallOff, 3, 12750, 3, 0, Pooled, 0, 1500, 5000, 1200
Artillery Shell, 2750, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, 1, 1, 0, None, 0, 0, 0, 0, 0, 0, NoFallOff, 3, 25500, 3, 0, Pooled, 0, 1500, 5000, 1200
Artillery Shell, 2750, Kinetic, Energy, Energy, Energy, -1, -1, -1, -1, -1, 1, 1, 0, None, 0, 0, 0, 0, 0, 0, NoFallOff, 3, 25500, 3, 0, Pooled, 0, 1500, 5000, 1200
Large Railgun Slug, 126000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 1.85, -1, -1, 2, 8, -1, None, 0, 0, 3, 5000, 1.25, 0, Curve, 1, 0.4, 1, 0, Pooled, 0, 6000, 12500, 120
VulcanShell, 2000, Kinetic, Kinetic, Kinetic, Kinetic, 1, 1, 1, 1, 1, 1, 2, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, Pooled, 0, 2000, 10000, 1200
Crossfield Beam, 50, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 5, -2, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 4000, 2000, 0
Crossfield Beam, 50, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 5, -2, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 4000, 2000, 0
Crossfield Beam, 50, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 5, -2, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 4000, 2000, 0
Crossfield Beam, 50, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 5, -2, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 4000, 2000, 0
EsperShell, 7500, Kinetic, Energy, Energy, Kinetic, 1, 1, 1, 1, 1, 1, 5, -1, EsperShot, 27, 2, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, Pooled, 0, 2000, 6000, 1
EsperShot, 7500, Kinetic, Kinetic, Kinetic, Kinetic, 1, 1, 1, 1, 1, 1, 5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 2000, 6000, 1200
Mammon Beam, 1600, Energy, Energy, Energy, Energy, -1, -1, -1, 1, 2, 0.33, 5, -2, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 4000, 4500, 0
Thanatos Round, 35000, Kinetic, Energy, Energy, Kinetic, -1, -1, -1, -1, 1.5, -1, 4, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 5, 120000, 5, 0, Pooled, 0, 1100, 10000, 0
Thanatos Guided, 1, Kinetic, Energy, Energy, Kinetic, -1, -1, -1, -1, 1.5, -1, 3, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, Pooled, 1150, 1100, 10000, 0
Thanatos UnGuided, 35000, Kinetic, Energy, Energy, Kinetic, -1, -1, -1, -1, 1.5, -1, 3, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 5, 120000, 5, 0, Pooled, 0, 1100, 10000, 0
Standard, 500, Energy, Energy, Energy, Energy, -1, -1, 0.75, -1, -1, 2, 9, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 5, 16666, 1, 0, Linear, 0, 1500, 9000, 500
Overload, 500, Energy, Energy, Energy, Energy, -1, -1, 0.5, -1, -1, 0.7, 1.375, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 5, 16666, 1, 0, Linear, 0, 900, 3000, 500
APHE 600mm, 38500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, 2.5, 2.5, 4, -1, 600mm Heavy Shell Frag, 16, 180, 0, 0, 0, 0, NoFallOff, 6, 50000, 4, 0, Curve, 0, 1100, 15000, 0
600mm Heavy Shell Frag, 8000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 1100, 130, 0
HE 600mm, 1, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, 2.5, 2.5, 4, -1, 600mm Heavy Shell Frag, 20, 180, 0, 0, 0, 0, NoFallOff, 6, 50000, 4, 0, Curve, 0, 1100, 15000, 0
High Power Hunter, 5000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 3, -1, Hunter Shrapnel, 75, 80, 0, 0, 0, 0, NoFallOff, 3, 40000, 1, 0, Linear, 0, 8000, 15000, 0
Hunter Shrapnel, 16500, Energy, Energy, Energy, Energy, -1, -1, -1, 0.5, 2, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 8500, 80, 0
Low Power Hunter, 2500, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, 0.1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 0, 2500, 15000, 0
Unlimited Power Hunter, 800, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 6, -1, Unlimited Power Branch, 1, 90, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 900, 11, 5000, 10
Unlimited Power Branch, 800, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 7, -1, Unlimited Power Branch 1, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 0, 1, 5000, 105
Unlimited Power Branch 1, 800, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 7, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 0, 5000, 5000, 1
Unlimited Power Branch 2, 800, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 7, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 5000, 2500, 500, 0
Radiowave, 0, Energy, Energy, Energy, Energy, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 0, 50000, 0
AP 70mm, 8500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 900, 3000, 900
AP 70mm, 8500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 1, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 0, 0, 0, 0, NoFallOff, 0, 900, 3000, 900
Classic Ares, 1.009938E+07, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 0.08, -1, -1, 0.07, 1, -1, None, 0, 0, 3.5, 3325000, 1, 0, Linear, 0, 0, 0, 0, NoFallOff, 0, 8000, 20000, 1000
Debug Ares, 660000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 2, -1, -1, 1.75, 25, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, Pooled, 0, 5000, 20000, 0
Fragment_Hitscan_Ares, 660000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, 2, -1, -1, 1.75, 25, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, Pooled, 0, 0, 200, 0
Single Shot, 100000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 6, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 3.5, 133000, 3, 0, Linear, 0, 8000, 15000, 0
AryxRailgunAmmoFrag, 6000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, 0.5, 1.5, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 3.5, 133000, 3, 0, Linear, 0, 600, 50, 0
Repeating, 3500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, 0.75, -1, 5, -1, AryxRailgunAmmoFrag_Mag, 8, 90, 0, 0, 0, 0, NoFallOff, 5, 24500, 1, 0, Exponential, 0, 2000, 5000, 0
AryxRailgunAmmoFrag_Mag, 3500, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, 0.25, 1.25, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 4, 8000, 1, 0, Exponential, 0, 600, 50, 0
Hitscan_Artemis_Frag, 100000, Kinetic, Kinetic, Kinetic, Kinetic, -1, -1, -1, -1, -1, -1, 5, -1, AryxRailgunAmmoFrag, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 5, 1, 0, NoFalloff, 0, 0, 15000, 0
Pulse Laser, 44800, Energy, Energy, Energy, Energy, -1, -1, -1, 0.25, -1, -1, 6, -2, None, 0, 0, 0, 0, 0, 0, NoFallOff, 6, 20533, 6, 0, Exponential, 0, 15000, 10000, 600
Zap, 1000, Energy, Energy, Energy, Energy, -1, -1, 1, -1, -1, 1.7, 10, -1, Helios_Zap_Stage3, 1, 0, 0, 0, 0, 0, NoFallOff, 5, 5000, 2, 500, Pooled, 0, 600, 6000, 0
Helios_Zap_Stage2, 1000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 4, -1, Helios_Zap_Stage3, 1, 0, 0, 0, 0, 0, NoFallOff, 5, 5000, 2, 500, Pooled, 600, 600, 6000, 0
Helios_Zap_Stage3, 1000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 10, -1, Helios_Zap_Stage4, 1, 0, 0, 0, 0, 0, NoFallOff, 6, 5000, 2, 500, Pooled, 1600, 450, 6000, 1900
Helios_Zap_Stage4, 1500, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, 2, 10, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 8, 5000, 2, 500, Pooled, 0, 5000, 1250, 0
Bap, 1000, Energy, Energy, Energy, Energy, -1, -1, 1, -1, -1, 3.3, 10, -1, Helios_Stage3, 1, 0, 0, 0, 0, 0, NoFallOff, 6, 8000, 2, 600, Pooled, 0, 600, 6000, 0
Helios_Stage2, 1000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 1, -1, Helios_Stage3, 1, 0, 0, 0, 0, 0, NoFallOff, 1, 1, 1, 0, NoFalloff, 1, 600, 6000, 0
Helios_Stage3, 1000, Energy, Energy, Energy, Energy, -1, -1, -1, -1, -1, -1, 6, -1, Helios_Stage4, 5, 35, 0, 0, 0, 0, NoFallOff, 6, 16000, 3, 0, Pooled, 600, 600, 3000, 0
Helios_Stage4, 1000, Energy, Energy, Energy, Energy, -1, -1, 2, -1, -1, -1, 10, -1, None, 0, 0, 0, 0, 0, 0, NoFallOff, 6, 16000, 2, 0, Pooled, 0, 1000, 200, 0
